时间,煤炭产地,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,700.00,年度长协价,1,2024-07-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-06-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,700.00,年度长协价,2,2024-06-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-05-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,697.00,年度长协价,3,2024-05-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-04-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,701.00,年度长协价,4,2024-04-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-03-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,708.00,年度长协价,5,2024-03-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-02-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,708.00,年度长协价,6,2024-02-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2024-01-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,710.00,年度长协价,7,2024-01-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-12-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,710.00,年度长协价,8,2023-12-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-11-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,713.00,年度长协价,9,2023-11-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-10-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,709.00,年度长协价,10,2023-10-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-09-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,699.00,年度长协价,11,2023-09-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-08-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,704.00,年度长协价,12,2023-08-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-07-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,701.00,年度长协价,13,2023-07-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-06-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,709.00,年度长协价,14,2023-06-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-05-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,719.00,年度长协价,15,2023-05-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-04-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,723.00,年度长协价,16,2023-04-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-03-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,724.00,年度长协价,17,2023-03-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-02-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,727.00,年度长协价,18,2023-02-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
2023-01-01,伊泰集团,伊泰3, - , - , - , - ,5500.00,728.00,年度长协价,19,2023-01-01 00:00:00,1,0,2024-07-17 09:12:44,0,2024-07-17 09:12:44,,,
